837a1d7b-4875-4fc1-8cac-cb4d6e4040dc,Gerta,Mozzetti,,f,$958.98,5.6109519387506E+018,62d67df1-c9d1-4246-8c8c-eeaee97db5e3,2018-02-12,376 Spohn Hill,Honolulu,,,
dc56f755-4539-4246-a140-b6b9edf8ce40,Morse,McNalley,,f,$845.39,3572127576933868,efb3d4ac-20b3-4824-bfb1-7f940706a33e,2017-05-04,366 Mendota Pass,Brockton,,,
dc56f755-4539-4246-a140-b6b9edf8ce40,Morse,McNalley,,f,$68.04,3572127576933868,1fb3d4ac-20b3-4824-bfb1-7f940706a33e,2010-08-05,366 Mendota Pass,Brockton,,,
dc56f755-4539-4246-a140-b6b9edf8ce40,Morse,McNalley,,f,$76.96,3572127576933868,2fb3d4ac-20b3-4824-bfb1-7f940706a33e,2013-11-03,366 Mendota Pass,Brockton,,,
dc56f755-4539-4246-a140-b6b9edf8ce40,Morse,McNalley,,f,$19.66,3572127576933868,3fb3d4ac-20b3-4824-bfb1-7f940706a33e,2015-04-16,366 Mendota Pass,Brockton,,,
dc56f755-4539-4246-a140-b6b9edf8ce40,Morse,McNalley,,f,$89.33,3572127576933868,4fb3d4ac-20b3-4824-bfb1-7f940706a33e,2016-11-19,366 Mendota Pass,Brockton,,,
e1cdd981-d29d-4a79-a316-a9bc9a35c676,Evangelina,Reisenstein,,f,$807.93,4017959123795,63c7b406-c861-48c2-b8bc-a6544adbaa17,2017-06-17,6 Ramsey Street,Evansville,,,
840350c4-159b-4de4-9dca-7cb3e3fe035c,Denna,Hartles,,f,$773.72,5010122836430552,7dd5e792-9600-4630-ad5f-9d8ac712b9cd,2017-09-26,94463 Algoma Lane,Memphis,,,
3196c563-2032-48af-a9b6-a8e5c3d7c2b4,Cissiee,Naismith,,f,$878.81,201466003005071,ecc5d639-01aa-486b-bcff-7792e9783bf4,2018-02-08,41272 Esch Place,Jackson,,,
58efc522-d58f-4549-9bb5-a711763bb429,Fenelia,Lascell,,u,$37.95,3581761701686832,cc8ecdfa-6229-460c-8ac1-523ae91140f9,2017-12-15,15 Oriole Drive,Detroit,,,
4a7f0571-c934-4dec-8926-42661330d9c6,Yasmeen,Castellini,,u,$217.87,5253400571634943,400c5488-b383-4990-86f9-fe41ae195e60,2018-02-07,5 Golf Course Park,Colorado Springs,,,
41845ad2-3c1a-4d4a-9a97-4e3190db47d6,Vanni,Demoge,,u,$916.13,5.03825270547173E+018,87b39327-5ea0-4b83-ac98-bf234fd8afb3,2017-12-05,26 Fair Oaks Park,Bakersfield,,,
6fcaed59-f7fd-4798-856d-3775c92601a2,Darcee,McCrillis,,u,$880.86,4917657368390598,5b1898ff-17b3-4b4e-b7aa-719233fdc052,2017-12-13,41 Briar Crest Place,Worcester,,,
6fcaed59-f7fd-4798-856d-3775c92601a2,Darcee,McCrillis,,u,$85.19,4917657368390598,1b1898ff-17b3-4b4e-b7aa-719233fdc052,2010-01-22,41 Briar Crest Place,Worcester,,,
8bdc73a8-4176-4dbb-a508-49fd0459824a,Rancell,Pirt,,u,$828.19,3552199518153032,f577689a-e162-4e39-bfc4-14d9946a28c3,2017-05-03,468 Oakridge Plaza,Las Vegas,,,
8bdc73a8-4176-4dbb-a508-49fd0459824a,Rancell,Pirt,,u,$12.21,3552199518153032,1577689a-e162-4e39-bfc4-14d9946a28c3,2011-11-14,468 Oakridge Plaza,Las Vegas,,,
8bdc73a8-4176-4dbb-a508-49fd0459824a,Rancell,Pirt,,u,$70.87,3552199518153032,2577689a-e162-4e39-bfc4-14d9946a28c3,2014-10-07,468 Oakridge Plaza,Las Vegas,,,
07d99df5-cf7a-425d-bde0-fa5157349034,Shae,Crame,,u,$297.47,5602254832528339,e5b26379-f2e3-44fc-a6a7-d835a14fb0dc,2017-05-22,7 Moose Junction,Naples,,,
96f84f16-8f87-4079-b375-b63be7c85d0a,Allene,Canon,,u,$566.17,3534571890735003,c946e472-8c45-453d-8801-31e9dfe2f2c1,2017-09-30,028 Jay Center,Madison,,,
39fa91da-3fca-4c9d-86e1-1c0999c09d54,Anett,Popping,,u,$663.95,6.75950767216869E+017,dd02c8de-d14d-45fe-98e9-b19de6ae69b5,2017-06-27,9092 Chive Plaza,Peoria,,,
f6edfc44-e5c1-475e-adbe-1f948645ec34,Grazia,Storah,,u,$791.79,30070811895546,bd298b9d-51d2-40ad-81c6-2265f460e1fe,2017-10-16,7 Vermont Street,Brooklyn,,,
bab7830e-1fc2-4993-b056-02bea3e62bbf,Gerta,McCullock,,u,$876.72,30076289712444,56b216f9-1000-4c75-b32a-7a554c7de7ae,2017-09-27,7 Farmco Trail,Bryan,,,
9bfbe568-557a-4cc5-b8d6-1d66c4612dc3,Neely,Slemmonds,,u,$863.97,3571226777704382,f038882c-69c1-4998-83f9-8ffce57bbb72,2017-05-08,82231 Londonderry Park,Philadelphia,,,
